Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method Of Operation Code,Method Of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
CSX,CSX Transportation,2019,000182356,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00018235620190414,19,04,,,,,,CSX,CSX Transportation,000182356,19,04,,14,04/14/2019 12:00:00 AM,9:17 AM,01,Derailment,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,0009.0,18,IN,INDIANA,097,MARION,4,68.0,2,Day,1,Clear,2,Yard,SOUTH PULLER,1,0000.0,3,East,7,Yard/switching,Yes,Y194,007,Estimated,007,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,FTTX,971988,001,Yes,,,000,No,,,No,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37357,20086,57443,T314,Switch point worn or broken,,,T314,Switch point worn or broken,1,0,0,0,2,17,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526000000006,Y19414 PULLING 36 CARS OUT OF THE BOWL WAS LINED FROM THE SOUTH CLASS LEAD TO THE SOUTH PULLER. AFTER 2 LOCOMOTIVES AND 5 CARS TRAVERSED OVER THE 4A SWITCH THE SWITCH GAPPED DUE TO SOFT ROADBED AND DERAILED CARS.,Yard,1,1,1,1,CSX000182356201904,CSX000182356201904,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791)
GTW,GRAND TRUNK WESTERN RAILROAD INC.,2023,1136732,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GTW113673220230722,23,07,,,,,,GTW,GRAND TRUNK WESTERN RAILROAD INC.,1136732,23,07,,22,07/22/2023 12:00:00 AM,4:20 AM,09,Obstruction,7,0,0,0,SOUTH BEND,,,VALPARAISO,54.82,18,IN,INDIANA,127,PORTER,4,64.0,4,Dark,1,Clear,1,Main,MAIN 01 TRACKS,3,56.47,3,East,1,Freight Train,Yes,Q116,028,Recorded,028,5588,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,ETTX,716581,071,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,15,0,89,0,0,0,0,9,0,0,958267,279478,1237745,M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),,,M402,Object or equipment on or fouling track (motor vehicle - other than highway-rail crossing),1,0,1,0,6,,6,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.476432000000003,-87.053946999999994,"Q11691-22 REPORTED STRIKING A VEHICLE LEFT ON THE MAIN. LINES 71-79 WERE DISCOVERED DERAILED. NO INJURIES, AND NO DANGEROUS GOODS INVOLVED.",Main,3,No,No,1,GTW1136732202307,GTW1136732202307,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.053947 41.476432)
GRW,Gary Railway Company,2017,03,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW0320170120,17,01,,,,,,GRW,Gary Railway Company,03,17,01,,20,01/20/2017 12:00:00 AM,2:54 PM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,43.0,2,Day,2,Cloudy,4,Industry,2S LEAD,1,,1,North,7,Yard/switching,Yes,STRC,004,Estimated,004,1575,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,3,Remote control portable transmitter - more than one remote control transmitter,GRW,004398,005,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,483,10435,10918,H702,Switch improperly lined,H601,Coupling speed excessive,H702,Switch improperly lined,2,,,,7,24,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.619210000000002,-87.352286000000007,"AT 1454 ON 1/20/17 THE STRCL21 (TWO-MAN REMOTE CREW) OPERATING LOCOMOTIVES 310/312 WAS IN THE PROCESS OF SHOVING 14 LOADED COIL CARS INTO TRACK 8S WHEN 3 OF THE 14 CARS DERAILED.
A JOINT INVESTIGATION CONDUCTED BY GRW TRANSPORTATION, MAINTENANCE OF WAY, AND CAR DEPARTMENTS DETERMINED THE CAUSE OF THE INCIDENT WAS A COMBINATION OF EXCESSIVE BUFF FORCES IN THE CURVE AND FAILURE BY THE RCO TO RECOGNIZE AN IMPROPERLY LINED FACING POINT SWITCH.",Industry,1,3,3,1,GRW03201701,GRW03201701,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.352286 41.61921)
GRW,Gary Railway Company,2017,07,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW0720170314,17,03,,,,,,GRW,Gary Railway Company,07,17,03,,14,03/14/2017 12:00:00 AM,1:00 PM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,28.0,2,Day,6,Snow,4,Industry,13B,1,,1,North,7,Yard/switching,Yes,HLRC,009,Recorded,009,2500,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,3,Remote control portable transmitter - more than one remote control transmitter,GRW,000540,001,No,,,000,,,,No,0,0,0,0,2,0,0,0,0,0,23,0,0,0,1,1,0,0,0,1,10547,4439,14986,H599,Other causes relating to train handling or makeup (Provide detailed description in narrative),H303,"Derail, failure to apply or remove",H599,Other causes relating to train handling or makeup (Provide detailed description in narrative),2,,,,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.610779999999998,-87.327372999999994,"AT 1303 ON TODAYS DATE, THE 0800 HLRCL, A TWO-MAN REMOTE CREW OPERATING LOCOMOTIVES GRW 307/313, DERAILED CABOOSE 540 AND EJE 73154 ON THE SOUTH END OF THE HI-LINE.  THE SUBWAY YARDMASTER WAS GIVEN PERMISSION INCLUDING A GREEN LIGHT SIGNAL BY GARY WORKS HI-LINE FOREMAN AT APPROXIMATELY 12:54. THE CREW WAS GIVEN PERMISSION BY THE SUBWAY YARDMASTER AT 12:55 TO SPOT 23 LOADED COKE RACKS ON THE HI-LINE. AFTER RECEIVING PERMISSION, THE FOREMAN, POSITIONED IN THE MIDDLE PLATFORM OF THE CABOOSE, REQUESTED 10MPH ON HIS REMOTE BOX IN ORDER TO MAKE THE CLIMB TO THE TOP OF THE HIGHLINE.  AFTER REACHING THE TOP OF THE HILL THE TRAIN STARTED IN THE CURVE TOWARDS THE BLAST FURNACES.  AS THE TRAIN ENTEREDTHE CURVE THE FOREMAN NOTICED THE DERAIL WAS STILL IN THE ON POSITION.  AT THIS TIME, HE STEPPED OFFMOVING EQUIPMENT WHILE PLACING HIS TRAIN INTO AN EMERGENCY BRAKE APPLICATION.  THE TRAIN DID NOT STOP IN TIME RUNNING OVER THE DERAIL.       
A JOINT INVESTIGATION WAS HELD WITH GRW AND GARY WORKS PERSONNEL. THE GARY WORKS EMPLOYEE RESPONSIBLE FOR REMOVING THE DERAIL PROVIDED THE FOLLOWING FACTS.SHE HAD MOVED THE CONE OUT OF THE TRACK IN ANTICIPATION OF REMOVING THE DERAIL.  SHE WENT TO UNLOCKTHE DERAIL AND DROPPED THE KEY IN THE SNOW.  SHE STATED AFTER SHE PICKED UP THE KEY SHE UNLOCKED THE DERAIL AND FAILED TO REMOVE IT.  SHE ALSO STATED THE DERAIL WAS COVERED IN SNOW AND THAT MAY HAVELEAD TO HER THINKING IT WAS OFF.",Industry,1,3,3,1,GRW07201703,GRW07201703,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.327373 41.61078)
GRW,Gary Railway Company,2015,23,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW2320150723,15,07,,,,,,GRW,Gary Railway Company,23,15,07,,23,07/23/2015 12:00:00 AM,3:50 PM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,80.0,2,Day,1,Clear,4,Industry,FT DOOR (64 1/4 E)SW,1,,3,East,7,Yard/switching,Yes,HMRC,005,Estimated,005,400,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,1,Remote control portable transmitter,IL,000148,001,No,IL,000148,001,No,,,No,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5000,9220,14220,E40C,Side bearing clearance insufficient,,,E40C,Side bearing clearance insufficient,1,,,,1,20,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.624865999999997,-87.333856999999995,"AT APPROXIMATELY 1550 THE 1430 HMRCL21 A ONE PERSON REMOTE ASSIGNMENT OPERATING GRW 311 WAS SHOVINGEMPTY IRON LADLES 160 AND 148 EAST ON THE WEST END OF THE QBOP LEAD TRACK WHEN BOTH LADLES DERAILED.PRIOR TO THE INCIDENT, THE OPERATOR HAD PLACED FIVE LOADED LADLES ON THE QBOP LOAD TRACK. HETHEN PROCEEDED TO THE QBOP EMPTY TRACK AND COUPLED ONTO TWO EMPTY IRON LADLES (148 -160).  AFTER COUPLING ONTO THE TWO EMPTIES, THE OPERATOR TRAVELED WESTWARD UNTIL COMING UP TO THE WEST END OF THE QBOP LEAD SWITCH.  THE OPERATOR THEN POSITIONED HIMSELF ON THE LEAD LADLE (160) WHILE SHOVING EAST ONTHE QBOP LEAD TRACK.  THE OPERATOR STATED THAT WHILE HE WAS SHOVING HIS TRAIN HE FELT A JERK / BUMP.HE IMMEDIATELY CAME TO A STOP AND NOTICED BOTH A-END TRUCKS ON IRON LADLE 160 AND 148 HAD DERAILED.  

AN INVESTIGATION OF THE INCIDENT INDICATES THE DERAILMENT OCCURRED APPROXIMATELY FIFTEEN WESTOF THE 64 ¼ E SWITCH.  THERE WERE FLANGE MARKS ON BOTH THE NORTH AND SOUTH RAIL.  THERE WERE NO EXCEPTIONS TAKEN WITH TRAIN HANDLING OR TRACK GAUGE AND/OR ANY CROSS LEVEL DEFECTS.  THE CAUSE OF THISINCIDENT WAS DUE TO SIDE BEARING CLEARANCE ON LADLE 148.  THE SIDE BEARING CLEARANCE WAS INADEQUATECAUSING THE TRUCKS TO BE IMPEDED BY THE LADLE BODY.  INSUFFICIENT SIDE BEARING CLEARANCE WILL LEAD TO POOR TRUCK / WHEEL DYNAMICS.",Industry,1,3,3,1,GRW23201507,GRW23201507,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.333857 41.624866)
GRW,Gary Railway Company,2023,20230830,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW2023083020230830,23,08,,,,,,GRW,Gary Railway Company,20230830,23,08,,30,08/30/2023 12:00:00 AM,4:00 PM,01,Derailment,0,0,0,0,GARY RAILWAY,,,GARY,,18,IN,INDIANA,089,LAKE,4,75.0,2,Day,1,Clear,4,Industry,125H/14I,X,1,2,South,7,Yard/switching,Yes,0800,003,Estimated,003,11,2,Not Signaled,,Other Than Main Track,,,,,,,3,Remote control portable transmitter - more than one remote control transmitter,BNSF,518069,055,Yes,,,000,,,,No,5,0,0,0,0,0,0,0,0,0,80,0,0,0,0,4,0,0,0,0,3500,17500,21000,T110,Wide gage (due to defective or missing crossties),,,T110,Wide gage (due to defective or missing crossties),2,,,,8,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.623699999999999,-87.350999999999999,"AT APPROXIMATELY 1600 ON 8/30/23, 0800STRCL1X WAS SHOVING 80 LOADED PIG IRON GONS FROM 125H TO 14I TO TIE ONTO 27
OTHER LOADED PIG IRON GONS. THE CONSIST WAS TRAVERSING IN A WEST TO SOUTH TO EAST DIRECTION WITH LOCOMOTIVE 304, 313,
304, 1501 AND, 352 ALL ON-LINE BEING CONTROLLED BY THE 304. WHEN THE BNSF 518069 (55 CARS FROM THE LOCOMOTIVE)
TRAVERSED THE 141H TO 1H SE SWITCH, THE LEAD AXLE OF THE TRAILING SET OF TRUCKS DERAILED NEAR THE SWITCH POINT. THE FIRST
AXLE THAT DERAILED ROLLED THE WEST STOCK RAIL AND DERAILED THE TRAILING AXLE. CARS AOK 519221, BNSF 518524, BNSF 518517
DERAILS ASA RESULT OF THE DAMAGE CAUSED BY THE PRINCIPAL CAR.",Industry,X,3,3,1,GRW20230830202308,GRW20230830202308,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.351 41.6237)
GRW,Gary Railway Company,2014,55,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW5520141204,14,12,WC,WISCONSIN CENTRAL LTD.,834431,14,12,GRW,Gary Railway Company,55,14,12,,04,12/04/2014 12:00:00 AM,1:40 AM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,32.0,4,Dark,1,Clear,2,Yard,4TH LEAD,1,,4,West,,,,,000,,005,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,,,,,000,,,,000,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16993,27881,T311,Switch damaged or out of adjustment,,,T311,Switch damaged or out of adjustment,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.609225000000002,-87.338514000000004,"AT APPROXIMATELY 0200 ON DECEMBER 04, 2014, A CN TWO-MAN CONVENTIONAL CREW WAS IN THE PROCESS OF PULLING 32 PCI COAL EMPTIES FROM 11B INTO THE 4TH LEAD WHEN CSXT 378372, CSXT 378137, NYC 509292, AND CSXT 378535 DERAILED ON THE EAST END OF THE 4TH LEAD. 

JOINT INVESTIGATIONS BETWEEN THE GRW TRANSPORTATION, MAINTENANCE, AND MECHANICAL DEPARTMENTS HAVE DETERMINED THAT THE NEWLY INSTALLED SWITCH POINT AT THE EAST END OF THE 4TH LEAD WAS OUT OF ADJUSTMENT. THIS CAUSED THE WHEELS ON CSXT 378372 TOCLIMB THE SWITCH POINT. THE CN CREW MADE A CUT IN THE CONSIST AT THE CSXT 378372 AND TOOK 12 OF THE32 PCI EMPTIES AS WELL AS THE 5TH LEAD (39 COKE EMPTIES) BACK TO KIRK YARD. THERE WAS NO DELAY IN PRODUCTION DUE TO THE DERAILMENT.",Yard,1,3,3,2,GRW55201412,GRW55201412,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.338514 41.609225)
CSS,Chicago Southshore & South Bend Railroad,2012,12206,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSS1220620120408,12,04,,,,,,CSS,Chicago Southshore & South Bend Railroad,12206,12,04,,08,04/08/2012 12:00:00 AM,7:00 AM,01,Derailment,0,0,0,0,SYSTEM,,,GARY,55,18,IN,INDIANA,089,LAKE,4,45.0,1,Dawn,1,Clear,2,Yard,MILLER SIDING,1,0.0,3,East,1,Freight Train,Yes,PF24,009,Recorded,009,2196,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,CSXT,378634,043,No,CSXT,378634,043,No,0,0,No,2,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,6,0,0,61526,0,61526,T311,Switch damaged or out of adjustment,E49C,"Other truck component defects, including mismatched side frames  (CAR) (Provide detailed description",T311,Switch damaged or out of adjustment,1,0,1,1,11,30,11,30,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.597810000000003,-87.266068000000004,CSS CREW WAS SHOVING 79 CAR EMPTY HOPPER TRAIN INTO INTERCHANGE CONNECTION. THE 43RD CAR IN CONSISTDERAILED AND TRAVERSED TO THE POINT OF THE CROSSOVER WHERE THE CAR EVENTUALLY FOULED CSXT MAINLINE AND WAS STRUCK BY EASTBOUND CSXT TRAIN. CONTRIBUTING SECONODARY CAUSE WAS FOUND TO BE MISMATCHED SIDEFRAMES.,Yard,1,Cl,Cl,1,CSS12206201204,CSS12206201204,Shortline,Class 3,SMT-8 - Short Line West,CSS,Chicago Southshore & South Bend Railroad,Anacostia R,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,CSS,Chicago Southshore & South Bend Railroad,Anacostia R,POINT (-87.266068 41.59781)
CSS,Chicago Southshore & South Bend Railroad,2023,CSS00040F,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSSCSS00040F20230927,23,09,,,,,,CSS,Chicago Southshore & South Bend Railroad,CSS00040F,23,09,,27,09/27/2023 12:00:00 AM,9:42 PM,01,Derailment,0,0,0,0,SYSTEM,,,BURNS HARBOR,46.3,18,IN,INDIANA,127,PORTER,4,62.0,4,Dark,1,Clear,2,Yard,CSS NORTH BAILLY,1,1,4,West,1,Freight Train,Yes,AF-4,010,Recorded,010,11429,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,0,Not a remotely controlled operation,CSS,000804,001,No,,,000,,0,0,No,3,0,0,0,0,3,0,0,0,0,85,0,30,0,0,2,0,0,0,0,84577,13611,328091,H303,"Derail, failure to apply or remove",H607,Failure to comply with restricted speed or its equivalent not in connection with a block or interloc,H303,"Derail, failure to apply or remove",1,0,1,0,2,42,2,42,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.628790000000002,-87.111125000000001,"ON SEPTEMBER 27, 2023 AT APPROXIMATELY 9:42 PM CSS ASSIGNMENT AF-4 WAS PREPARING TO DEPART BAILLY YARD, WHEN THE LEAD UNIT STRUCK A DERAIL WHILE EXITING THE NORTH BAILLY TRACK AT BAILLY YARD. THE ENGINEER WAS THE SOLE OCCUPANT IN THE LEAD LOCOMOTIVE. THE CONDUCTOR WAS IN A CONTRACTOR VAN POSITIONEDAT THE FIRST CROSSING AHEAD OF MOVEMENT PREPARED TO FLAG THE CROSSING. AN ASSISTING UTILITY EMPLOYEEWAS LINING THE MAIN LINE SWITCH FOR THIS TRAIN'S MOVEMENT. SEEING THE UTILITY EMPLOYEE AHEAD, THE ENGINEER EXTINGUISHED THE HEADLAMP ON THE LEAD LOCOMOTIVE AS A COURTESY TO THE EMPLOYEE ON THE GROUNDAHEAD. BY DOING SO, THE ENGINEER WAS UNABLE TO SEE THE OBSTRUCTION AHEAD
SUBSEQUENTLY STRIKING DERAIL. AS A RESULT, THE THREE LEAD LOCOMOTIVES (804-2010-2009) DERAILED ALONG WITH TWO (2) RAILCARS CONTAINING PLATE STEEL. TTPX-806376 & NKCR-3817. THE DERAIL IN QUESTION IS USED SOLELY FOR PROVIDING TRACK PROTECTION TO THIRD-PARTY CONTRACTORS WORKING AT BAILLY WHEN FORM D'S ARE IN EFFECT. FORM D LIMITS WITHIN THE AREA OF BAILLY EXPIRED AT 8:01 PM ON SEPTEMBER 27, 2023. THE MOW LOCK USED ON THIS DERAIL HAD BEEN REMOVED AND A HIGH SECURITY LOCK WITH A NICTD TAG WAS LEFT IN ITS PLACE WITH THE DERAIL IN THE DERAILING POSITION. TRAIN SPEED AT THE TIME OF DERAILMENT WAS RECORDED AT 11 MP.",Yard,1,Cl,Cl,2,CSSCSS00040F202309,CSSCSS00040F202309,Shortline,Class 3,SMT-8 - Short Line West,CSS,Chicago Southshore & South Bend Railroad,Anacostia R,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,CSS,Chicago Southshore & South Bend Railroad,Anacostia R,POINT (-87.111125 41.62879)
GRW,Gary Railway Company,2019,01,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW0120190104,19,01,,,,,,GRW,Gary Railway Company,01,19,01,,04,01/04/2019 12:00:00 AM,10:59 PM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,36.0,4,Dark,1,Clear,4,Industry,#14 BFC LOAD TRACK,1,,1,North,7,Yard/switching,Yes,HMRC,005,Estimated,005,1300,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,IL,000171,001,Yes,,,000,,,,,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,25516,15123,40639,T111,Wide gage (due to defective or missing spikes or other rail fasteners),,,T111,Wide gage (due to defective or missing spikes or other rail fasteners),1,,,,,29,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.622943999999997,-87.328124000000003,"AT 2259HRS THE 2230HMRCL31 ASSIGNMENT, OPERATING THE GRW 318 WITH A SINGLE RCO OPERATOR WAS IN THE PROCESS OF PULLING THE LOADS FROM #14BF. THE RCO HAD TIED ONTO THE IL171 AND IL 155 ON THE LOAD TRACKAT #14BF. THE RCO WAS INSTRUCTED TO DELIVER THE LOADED LADLES TO THE QBOP. 
AS THE RCO PULLED OUTOF THE LOAD TRACK AND ACROSS THE ROAD WAY THE GRW 318 AND IL 171 DERAILED. THE IL 155 WAS THE REAR LADLE AND REMAINED ON THE TRACK AT THE TIME. THE FRONT SET OF TRUCKS ON THE GRW 318 AND IL 171 DERAILED. THE RCO WAS POSITIONED ON THE POINT OF HIS GRW 318 WHEN HE FELT THE LOCOMOTIVE BOUNCE AND THEN COME TO A HALT. THE RCO IMMEDIATELY PUT HIS ENGINE IN STOP AS SOON AS HE COULD. RCO NOTIFIED THE SCALES YARDMASTER THAT HE HAD DERAILED AT 2259HRS.",Industry,1,3,3,1,GRW01201901,GRW01201901,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.328124 41.622944)
GRW,Gary Railway Company,2013,15F041201,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW15F04120120130427,13,04,,,,,,GRW,Gary Railway Company,15F041201,13,04,,27,04/27/2013 12:00:00 AM,10:30 AM,01,Derailment,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,089,LAKE,4,65.0,2,Day,1,Clear,4,Industry,113H,1,,1,North,7,Yard/switching,Yes,STRC,004,Estimated,004,3600,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,L,Special Instructions,,,3,Remote control portable transmitter - more than one remote control transmitter,TTPX,805487,026,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,26,0,21,0,0,0,0,5,0,0,40000,0,40000,H506,"Lateral drawbar force on curve excessive, train make-up",,,H506,"Lateral drawbar force on curve excessive, train make-up",2,,,,3,30,3,30,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.620992999999999,-87.3506,"ON APRIL 27, 2013 AT APPROXIMATELY 10:15 THE 0700 STRCL11, A TWO MAN REMOTE JOB, WAS IN THE PROCESSOF SHOVING 24 LOADED SLAB GONS INTO 113H WHEN THE TTPX 805487 DERAILED. THIS IN TURN CAUSED 4 OTHERCARS IN THE TRAIN CONSIST TO DERAIL.  IT APPEARS THAT THE DRAWBAR ON THE TTPX 805847 DID NOT SLIDE IN UNISON WITH THE LOADED SLAB GON IT WAS TIED ON TO WHEN IT HIT THE CURVE ON 113H CAUSING IT TO JUMPUP ON THE RAIL IN TURN DERAILING AND ADDITIONAL 4 CARS BEHIND IT.",Industry,1,3,3,1,GRW15F041201201304,GRW15F041201201304,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.3506 41.620993)
